Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Rain_Detected
77.0,2025-02-10,15:07:34,32.2,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
78.0,2025-02-10,15:07:36,32.2,47.0,379.81,8.76,3.51,5.84,283.6,29.22,58.43,86.0,52.0,86.0,No
79.0,2025-02-10,15:07:38,32.2,47.0,379.81,8.76,3.51,5.84,283.6,29.22,58.43,86.0,52.0,86.0,No
80.0,2025-02-10,15:07:40,32.2,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
81.0,2025-02-10,15:07:42,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
82.0,2025-02-10,15:07:44,32.3,47.0,378.67,8.74,3.5,5.83,282.94,29.13,58.26,86.0,52.0,86.0,No
83.0,2025-02-10,15:07:46,32.3,47.0,380.95,8.79,3.52,5.86,284.25,29.3,58.61,87.0,52.0,87.0,No
84.0,2025-02-10,15:07:48,32.3,47.0,378.67,8.74,3.5,5.83,282.94,29.13,58.26,86.0,52.0,86.0,No
85.0,2025-02-10,15:07:50,32.3,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
86.0,2025-02-10,15:07:52,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
87.0,2025-02-10,15:07:54,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
88.0,2025-02-10,15:07:57,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
89.0,2025-02-10,15:07:59,32.3,47.0,379.81,8.76,3.51,5.84,283.6,29.22,58.43,86.0,52.0,86.0,No
90.0,2025-02-10,15:08:01,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
91.0,2025-02-10,15:08:03,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
92.0,2025-02-10,15:08:05,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
93.0,2025-02-10,15:08:07,32.3,47.0,378.67,8.74,3.5,5.83,282.94,29.13,58.26,86.0,52.0,86.0,No
94.0,2025-02-10,15:08:09,32.3,47.0,379.81,8.76,3.51,5.84,283.6,29.22,58.43,86.0,52.0,86.0,No
95.0,2025-02-10,15:08:11,32.3,47.0,378.67,8.74,3.5,5.83,282.94,29.13,58.26,86.0,52.0,86.0,No
96.0,2025-02-10,15:08:13,32.3,47.0,379.81,8.76,3.51,5.84,283.6,29.22,58.43,86.0,52.0,86.0,No
97.0,2025-02-10,15:08:15,32.3,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
98.0,2025-02-10,15:08:17,32.3,47.0,379.81,8.76,3.51,5.84,283.6,29.22,58.43,86.0,52.0,86.0,No
99.0,2025-02-10,15:08:19,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
100.0,2025-02-10,15:08:22,32.3,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
101.0,2025-02-10,15:08:24,32.3,47.0,379.81,8.76,3.51,5.84,283.6,29.22,58.43,86.0,52.0,86.0,No
102.0,2025-02-10,15:08:26,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
103.0,2025-02-10,15:08:28,32.3,47.0,379.81,8.76,3.51,5.84,283.6,29.22,58.43,86.0,52.0,86.0,No
104.0,2025-02-10,15:08:30,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
105.0,2025-02-10,15:08:32,32.3,47.0,379.81,8.76,3.51,5.84,283.6,29.22,58.43,86.0,52.0,86.0,No
106.0,2025-02-10,15:08:34,32.3,47.0,383.26,8.84,3.54,5.9,285.58,29.48,58.96,87.0,52.0,87.0,No
107.0,2025-02-10,15:08:36,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
108.0,2025-02-10,15:08:38,32.3,47.0,383.26,8.84,3.54,5.9,285.58,29.48,58.96,87.0,52.0,87.0,No
109.0,2025-02-10,15:08:40,32.3,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
110.0,2025-02-10,15:08:42,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
111.0,2025-02-10,15:08:45,32.3,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
112.0,2025-02-10,15:08:47,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
113.0,2025-02-10,15:08:49,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
114.0,2025-02-10,15:08:51,32.3,47.0,379.81,8.76,3.51,5.84,283.6,29.22,58.43,86.0,52.0,86.0,No
115.0,2025-02-10,15:08:53,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
116.0,2025-02-10,15:08:55,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
117.0,2025-02-10,15:08:57,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
118.0,2025-02-10,15:08:59,32.3,47.0,380.95,8.79,3.52,5.86,284.25,29.3,58.61,87.0,52.0,87.0,No
119.0,2025-02-10,15:09:01,32.3,47.0,378.67,8.74,3.5,5.83,282.94,29.13,58.26,86.0,52.0,86.0,No
120.0,2025-02-10,15:09:03,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
121.0,2025-02-10,15:09:05,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
122.0,2025-02-10,15:09:07,32.3,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
123.0,2025-02-10,15:09:10,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
124.0,2025-02-10,15:09:12,32.3,47.0,378.67,8.74,3.5,5.83,282.94,29.13,58.26,86.0,52.0,86.0,No
125.0,2025-02-10,15:09:14,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
126.0,2025-02-10,15:09:16,32.3,47.0,378.67,8.74,3.5,5.83,282.94,29.13,58.26,86.0,52.0,86.0,No
127.0,2025-02-10,15:09:18,32.3,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
128.0,2025-02-10,15:09:20,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
129.0,2025-02-10,15:09:22,32.3,47.0,382.11,8.82,3.53,5.88,284.91,29.39,58.79,87.0,52.0,87.0,No
130.0,2025-02-10,15:09:24,32.3,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
131.0,2025-02-10,15:09:26,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
132.0,2025-02-10,15:09:28,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
133.0,2025-02-10,15:09:30,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
134.0,2025-02-10,15:09:32,32.3,47.0,378.67,8.74,3.5,5.83,282.94,29.13,58.26,86.0,52.0,86.0,No
135.0,2025-02-10,15:09:35,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
136.0,2025-02-10,15:09:37,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
137.0,2025-02-10,15:09:39,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
138.0,2025-02-10,15:09:41,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
139.0,2025-02-10,15:09:43,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
140.0,2025-02-10,15:09:45,32.3,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
141.0,2025-02-10,15:09:47,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
142.0,2025-02-10,15:09:49,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
143.0,2025-02-10,15:09:51,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
144.0,2025-02-10,15:09:53,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
145.0,2025-02-10,15:09:55,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
146.0,2025-02-10,15:09:57,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
147.0,2025-02-10,15:10:00,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
148.0,2025-02-10,15:10:02,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
149.0,2025-02-10,15:10:04,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
150.0,2025-02-10,15:10:06,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
151.0,2025-02-10,15:10:08,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
152.0,2025-02-10,15:10:10,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
153.0,2025-02-10,15:10:12,32.3,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
154.0,2025-02-10,15:10:14,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
155.0,2025-02-10,15:10:16,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
156.0,2025-02-10,15:10:18,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
157.0,2025-02-10,15:10:21,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
158.0,2025-02-10,15:10:23,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
159.0,2025-02-10,15:10:25,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
160.0,2025-02-10,15:10:27,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
161.0,2025-02-10,15:10:29,32.3,47.0,378.67,8.74,3.5,5.83,282.94,29.13,58.26,86.0,52.0,86.0,No
162.0,2025-02-10,15:10:31,32.3,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
163.0,2025-02-10,15:10:33,32.3,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
164.0,2025-02-10,15:10:35,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
165.0,2025-02-10,15:10:37,32.3,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
166.0,2025-02-10,15:10:39,32.3,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
167.0,2025-02-10,15:10:41,32.3,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
168.0,2025-02-10,15:10:44,32.3,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
169.0,2025-02-10,15:10:46,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
170.0,2025-02-10,15:10:48,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
171.0,2025-02-10,15:10:50,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
172.0,2025-02-10,15:10:52,32.2,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
173.0,2025-02-10,15:10:54,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
1.0,2025-02-10,15:10:56,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
2.0,2025-02-10,15:10:58,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
3.0,2025-02-10,15:11:00,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
4.0,2025-02-10,15:11:02,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
5.0,2025-02-10,15:11:05,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
6.0,2025-02-10,15:11:07,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
7.0,2025-02-10,15:11:09,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
8.0,2025-02-10,15:11:11,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
9.0,2025-02-10,15:11:13,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
10.0,2025-02-10,15:11:15,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
11.0,2025-02-10,15:11:17,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
12.0,2025-02-10,15:11:19,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
13.0,2025-02-10,15:11:21,32.2,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
14.0,2025-02-10,15:11:23,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
15.0,2025-02-10,15:11:25,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
16.0,2025-02-10,15:11:27,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
17.0,2025-02-10,15:11:30,32.2,47.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
18.0,2025-02-10,15:11:32,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
19.0,2025-02-10,15:11:34,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
20.0,2025-02-10,15:11:36,32.2,47.0,379.81,8.76,3.51,5.84,283.6,29.22,58.43,86.0,52.0,86.0,No
21.0,2025-02-10,15:11:38,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
22.0,2025-02-10,15:11:40,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
23.0,2025-02-10,15:11:42,32.2,47.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
24.0,2025-02-10,15:11:44,32.2,47.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
25.0,2025-02-10,15:11:46,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
26.0,2025-02-10,15:11:48,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
27.0,2025-02-10,15:11:50,32.2,47.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
28.0,2025-02-10,15:11:52,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
29.0,2025-02-10,15:11:55,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
30.0,2025-02-10,15:11:57,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
31.0,2025-02-10,15:11:59,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
32.0,2025-02-10,15:12:01,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
33.0,2025-02-10,15:12:03,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
34.0,2025-02-10,15:12:05,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
35.0,2025-02-10,15:12:07,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
36.0,2025-02-10,15:12:09,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
37.0,2025-02-10,15:12:11,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
38.0,2025-02-10,15:12:13,32.2,47.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
39.0,2025-02-10,15:12:15,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
40.0,2025-02-10,15:12:17,32.2,47.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
41.0,2025-02-10,15:12:19,32.2,47.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
42.0,2025-02-10,15:12:22,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
43.0,2025-02-10,15:12:24,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
44.0,2025-02-10,15:12:26,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
45.0,2025-02-10,15:12:28,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
46.0,2025-02-10,15:12:30,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
47.0,2025-02-10,15:12:32,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
48.0,2025-02-10,15:12:34,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
49.0,2025-02-10,15:12:36,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
50.0,2025-02-10,15:12:38,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
51.0,2025-02-10,15:12:40,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
52.0,2025-02-10,15:12:42,32.2,47.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
53.0,2025-02-10,15:12:45,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
54.0,2025-02-10,15:12:47,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
55.0,2025-02-10,15:12:49,32.2,47.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
56.0,2025-02-10,15:12:51,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
57.0,2025-02-10,15:12:53,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
58.0,2025-02-10,15:12:55,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
59.0,2025-02-10,15:12:57,32.2,47.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
60.0,2025-02-10,15:12:59,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
61.0,2025-02-10,15:13:01,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
62.0,2025-02-10,15:13:03,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
63.0,2025-02-10,15:13:05,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
64.0,2025-02-10,15:13:07,32.2,47.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
65.0,2025-02-10,15:13:10,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
66.0,2025-02-10,15:13:12,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
67.0,2025-02-10,15:13:14,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
68.0,2025-02-10,15:13:16,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
69.0,2025-02-10,15:13:18,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
70.0,2025-02-10,15:13:20,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
71.0,2025-02-10,15:13:22,32.2,47.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
72.0,2025-02-10,15:13:24,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
73.0,2025-02-10,15:13:26,32.2,47.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
74.0,2025-02-10,15:13:28,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
75.0,2025-02-10,15:13:30,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
76.0,2025-02-10,15:13:32,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
77.0,2025-02-10,15:13:35,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
78.0,2025-02-10,15:13:37,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
79.0,2025-02-10,15:13:39,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
80.0,2025-02-10,15:13:41,32.2,47.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
81.0,2025-02-10,15:13:43,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
82.0,2025-02-10,15:13:45,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
83.0,2025-02-10,15:13:47,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
84.0,2025-02-10,15:13:49,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
85.0,2025-02-10,15:13:51,32.2,47.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
86.0,2025-02-10,15:13:53,32.2,47.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
87.0,2025-02-10,15:13:55,32.2,47.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
88.0,2025-02-10,15:13:57,32.2,47.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
89.0,2025-02-10,15:14:00,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
90.0,2025-02-10,15:14:02,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
91.0,2025-02-10,15:14:04,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
92.0,2025-02-10,15:14:06,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
93.0,2025-02-10,15:14:08,32.2,47.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
94.0,2025-02-10,15:14:10,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
95.0,2025-02-10,15:14:12,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
96.0,2025-02-10,15:14:14,32.2,47.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
97.0,2025-02-10,15:14:16,32.2,47.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
98.0,2025-02-10,15:14:19,32.2,47.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
99.0,2025-02-10,15:14:21,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
100.0,2025-02-10,15:14:23,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
101.0,2025-02-10,15:14:25,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
102.0,2025-02-10,15:14:27,32.2,47.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
103.0,2025-02-10,15:14:29,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
104.0,2025-02-10,15:14:31,32.2,47.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
105.0,2025-02-10,15:14:33,32.2,47.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
106.0,2025-02-10,15:14:35,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
107.0,2025-02-10,15:14:37,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
108.0,2025-02-10,15:14:39,32.2,47.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
109.0,2025-02-10,15:14:42,32.2,47.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
110.0,2025-02-10,15:14:44,32.2,47.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
